Processor Name,Major Revision,Minor Revision,Category,Rare,Summary,Products Affected,Erratum Description,Configurations Affected,Conditions,Implications,Workaround
Cortex -A7 MPCore,r0,"p2,p3,p4",C,0,"Debug registers DBGLSR, DBGDEVID, and DBGDEVID1 are only accessible during powerdown if DBGSWENABLE[CPU] is asserted",Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. The v7.1 Debug Architecture states that access to debug registers through the external debug interface is unaffected by the Debug Software Enable function. However, because of this erratum, DBGLSR, DBGDEVID, and DBGDEVID1 are only accessible during powerdown if DBGSWENABLE[CPU] is asserted.","To be affected by this erratum, all of the following must apply:  The processor is built with the integration layer.  The system makes use of debug over powerdown functionality. ","1) DBGSWENABLE[CPU] is not asserted. 2) The processor is powered down. 3) An external debugger reads DBGLSR, DBGDEVID, or DBGDEVID1.","When the conditions are met, the value returned by the read of DBGDEVID, DBGDEVID1, or DBGLSR is zero. For DBGDEVID, this means the read value incorrectly indicates:  DBGEACR, DBGOSDLR, DBGCIDSR, and DBGVIDSR are not present.  DBGPCSR is not implemented as register 40.  The processor does not implement the Virtualization Extensions.  Breakpoint address masking might be implemented.  Watchpoint address masking might be implemented. Architecturally, the correct read value would be 0x01110F13, which indicates:  DBGEACR and DBGOSDLR are present.  DBGPCSR is implemented as register 40.  DBGCIDSR is implemented as register 41.  DBGVIDSR is implemented as register 42.  The processor implements the Virtualization Extensions.  Breakpoint address masking is not implemented.  Watchpoint address masking is implemented. For DBGDEVID1, the read value incorrectly indicates that DBGPCSR samples are offset by a value that depends on the instruction state. Architecturally, the correct read value would be 0x00000001, which indicates that no offset is applied to the DBGPCSR samples. For DBGLSR, zero is the correct read value for an external debug access. Therefore, the effect of DBGSWENABLE[CPU] is only observable if the external debug access is not identified as an external debug access. That is, if PADDRDBG[31] is set to 0 (system) instead of 1 (external debugger). In this scenario, the DBGLSR read value might incorrectly indicate that the Software Lock is clear when it is set. In addition, DBGLSR.SLI, which should be RAO to indicate that Software Lock is implemented, will instead be RAZ. ","The external debugger should read the Main ID Register, MIDR, to determine which processor it is accessing. It should use this information to determine the correct read value for DBGDEVID and DBGDEVID1. Software that makes use of the Software Lock must keep track of whether it has set or cleared the lock. It must not rely on the value returned when DBGLSR is read during powerdown. "
Cortex -A7 MPCore,r0,"p2,p3,p4",C,0,Reads of the DBGPCSR can cause incorrect values to be latched into DBGCIDSR and DBGVIDSR,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor supports sample-based profiling of software. Reads of the DBGPCSR register return the address of a recently-executed instruction, and cause information about the context of the instruction to be latched into DBGCIDSR and DBGVIDSR. Because of this erratum, in some cases the information captured in the DBGCIDSR and DBGVIDSR can be incorrect.", All configurations.,"1) The processor is executing in a state where non-invasive debug is permitted. 2) The processor transitions between Secure and Non-Secure state, or into or out of Hyp mode. 3) Before the processor executes the first instruction after this transition, the DBGPCSR is read. If these conditions are met, then the values sampled into the DBGCIDSR and DBGVIDSR will reflect the new context of the processor, not the context in which the sampled instruction was executed. If the processor transitioned from Non-Secure to Secure state and non-invasive debug is not permitted in Secure state, and the DBGPCSR read is one cycle after the transition, then the DBGCIDSR will be sampled with the value of the secure CONTEXTIDR. ","In cases where sample-based profiling is in use, this erratum can reduce the accuracy of the data. If Secure non-invasive debug is not permitted, then there is a one-cycle window where a Non-secure read could observe the value of the secure CONTEXTIDR. It is not possible for reads issued by the same processor to observe this value, only another processor or agent in the system can perform a read with the required timing. ",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,"p2,p3,p4",C,0,Non-cacheable request event incorrectly counts cacheable instruction accesses,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements version 2 of the Performance Monitor Unit architecture (PMUv2). The PMU provides the ability to gather various statistics on the operation of the processor and memory system during runtime. This event information can be used when debugging or profiling code. Because of this erratum, the Non-cacheable external memory request event provides inaccurate information.", All configurations.,"1) A PMU counter is enabled and programmed to count Non-cacheable external memory requests (event 0xC1). 2) Cacheable instruction fetches miss in the L1 instruction cache, and start L1 linefills. When the above conditions are met, the event counter will increment for each instruction cache linefill, in addition to Non-cacheable instruction and data fetches. ",A PMU counter that is programmed to count Non-cacheable external memory requests might not provide accurate information. The information returned can be misleading when debugging or profiling code executed on the processor.,A PMU counter that is programmed to count Non-cacheable external memory requests might not provide accurate information. The information returned can be misleading when debugging or profiling code executed on the processor.
Cortex -A7 MPCore,r0,"p2,p3",C,0,An instruction fetch can be allocated into the L2 cache after the cache is disabled,Cortex-A7 MPCore,"The SCTLR.C bit controls when data can be allocated to data and unified caches. On a Cortex-A7 processor, instruction fetches can cause lines to be allocated to the L2 cache when the C bit is set to 1. Because of this erratum, an instruction fetch might cause an allocation to the L2 cache when the C bit is set to 0.",This erratum affects configurations of the Cortex-A7 MPCore processor with an L2 cache.,"1) The CPU executes some code while the SCTLR.I and SCTLR.C bits are both set to 1. 2) An instruction cache linefill starts to a 32-byte aligned memory region because of the code being executed. This prompts an L2 linefill to the 64-byte aligned memory region that contains the data required by the instruction cache linefill. 3) The SCTLR.C bit is cleared to 0 to disable the L2 cache. 4) A sequence of DCCSW, DCISW, or DCCISW operations is used to clean or invalidate the entire L1 cache. 5) A sequence of DCCSW, DCISW, or DCCISW operations is used to clean or invalidate the entire L2 cache. 6) The CPU does not attempt to execute code at any address in the last two beats of L2 linefill data before the matching index in the L2 cache is cleaned or invalidated by the sequence of cache maintenance operations. 7) The index in the L2 cache corresponding to the L2 linefill address is cleaned or invalidated by the sequence of cache maintenance operations before the last beat of L2 linefill data is returned from the interconnect. 8) Between disabling the cache, and cleaning or invalidating the cache, the software does not perform a TLB maintenance operation followed by a DSB instruction. If the above conditions are met, and DCISW or DCCISW instructions are used, then after the sequence the L2 cache might incorrectly contain one valid cache line. If the above conditions are met, and DCCSW or DCCISW instructions are used, and the instruction linefill accessed shareable memory, and the interconnect returned dirty data for the linefill, then after the sequence the L2 cache might incorrectly contain one valid cache line with dirty data. ","A clean or invalidate of the entire L2 cache is typically used as part of a powerdown sequence. If the L2 cache contains a dirty line when the processor is powered down, then the data in that line is lost. If the L2 cache contains a clean line when the processor is powered down then no data is lost. Cleaning or invalidating an entire cache is an operation that takes a long time. Depending on the cache size, this can be many thousands of cycles. This erratum requires the response from the interconnect for the instruction linefill to take longer than the L1 cache clean or invalidate, which is unlikely to happen in most systems.","This erratum can be avoided by inserting both of the following after the SCTLR.C bit is cleared to 0, and before the caches are cleaned or invalidated: 1) A TLBIMVA operation to any address. 2) A DSB instruction. "
Cortex -A7 MPCore,r0,"p2,p3",C,0,Loads and stores with mismatched attributes might cause deadlock,Cortex-A7 MPCore,"If the translation tables are constructed such that two or more different virtual addresses map to the same physical address, but the virtual addresses have different memory types, then under certain conditions the processor might deadlock.", All configurations.,"The following conditions must be met, in the order shown, by a single CPU in the processor. 1) The CPU executes a store instruction to Normal memory. The Shareability attribute of the virtual address must be shareable, and the Cacheability attributes must include one of the following: A. Inner Write-Through B. Inner Non-Cacheable and Outer Write-Back or Write-Through 2) The CPU executes a Load Multiple that includes loads to the same cacheline as the store. The Inner Cacheability attribute of the virtual address for this Load Multiple must include Write-Back cacheable. 3) A load in the Load Multiple misses in the L1 cache, causing the cacheline to be allocated before the store from condition 1 completes. ","A deadlock can occur during execution of software which explicitly sets up two or more aliases to the same physical memory page with different inner attributes. It is not expected that many applications make use of mismatched memory types, and in most cases such use is architecturally UNPREDICTABLE.","If multiple aliases to the same physical page in memory are required, place a memory barrier instruction between load or store instructions to the aliased locations."
Cortex -A7 MPCore,r0,"p2,p3",C,0,A read of DBGOSLSR during powerdown returns an incorrect value,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. Because of this erratum, the value returned by a read of the OS Lock Status Register, DBGOSLSR[3:0], is incorrect during powerdown.","To be affected by this erratum, all of the following must apply:  The processor is built with the integration layer. The system makes use of debug over powerdown functionality. ",1) An external debugger reads DBGOSLSR[3:0] when the processor is powered down. ,"When the processor is powered down, a read of DBGOSLSR[3:0] returns incorrect information. The OS Lock Model implementation field, DBGOSLSR.OSLM, reads as 0b11. This is a reserved value with no meaning. It should read as 0b10 to indicate that OS Lock is implemented and DBGOSSRR is not implemented. The not 32-bit access field, DBGOSLSR.nTT, reads as 0b1. It should read as 0b0 to indicate that a 32-bit access is needed to write the key to the OS Lock Access Register. ","When reading DBGOSLSR[3:0], an external debugger must interpret a value of 0b1111 as 0b10x0, where DBGOSLSR.OSLK is UNKNOWN."
Cortex -A7 MPCore,r0,"p2,p3",C,0,A non-cacheable store in a tight loop might not become observable until the loop completes completes,Cortex-A7 MPCore,"The ARM architecture states that all writes complete in a finite period of time in implementations that include the Multiprocessing Extensions. This applies for all writes, including repeated writes to the same location. Because of this erratum, an uninterrupted pattern of stores to the same non-cacheable 64-byte aligned memory region might not become observable to another CPU or master in the system.",This erratum affects all configurations of the Cortex-A7 MPCore processor.,"1) CPU A executes a loop containing one or more stores to the same Normal Non-Cacheable 64-byte aligned memory region. 2) The loop contains fewer than two consecutive instructions that are not stores to the same 64-byte aligned memory region. 3) The loop does not contain any of the following: A. A load to the same 64-byte aligned memory region B. A store to a different 64-byte aligned memory region in Normal Non-Cacheable, Device, or Strongly Ordered memory C. A DMB or DSB instruction D. A Load-Exclusive, Store-Exclusive, or CLREX instruction E. A WFE or WFI instruction F. A CP15 cache or TLB maintenance operation If the above conditions are met, then the repeated stores to the same location might continuously merge inside the CPU until the loop completes on CPU A. ",Another CPU in the processor or another master in the system that reads from the 64-byte aligned memory region might not receive the newest data until the loop completes on CPU A. The erratum is not expected to be observed in real code for the following reasons:  System timers and interrupts will normally change the program flow on CPU A long enough for the stores to become observable.  The last store will become observable to other CPUs and masters when the loop completes on CPU A.  Polled variables that are being updated in a loop are likely to contain a barrier or a power-saving measure such as WFE or WFI.  Loops will normally contain sufficient instructions between stores to the same 64-byte aligned memory region to avoid this issue. ,"A workaround is not expected to be necessary in real code. However, if a workaround is required then the CPU executing the loop can insert any of the instructions mentioned in condition (3) to avoid the erratum. If the software on CPU A cannot be modified then the recommended workaround is to force CPU A to regularly take an interrupt which would act as a watchdog. Several options are possible to generate this regular interrupt, which might be specific to each system. Interrupts generated by the local timer, global timer, or PMU cycle counter overflow are possible candidates. "
Cortex -A7 MPCore,r0,"p2,p3",C,0,Accesses to debug registers when the OS Double Lock is set may result in incorrect behavior,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. As part of the OS Save and Restore mechanism, accesses to most external debug registers are restricted when the OS Double Lock is set. However, because of this erratum, an external access might not result in an error or a write might still occur when an error is returned.",All configurations.,OS Double Lock is set. An external debug access occurs. ,"External writes to debug registers when the OS Double Lock is set might still cause side effects. For example, an attempt to write 1 to DBGPRSR.CWRR when the OS Double Lock is set might cause a core warm reset.","If the OS Double Lock is set on a core in a processor built with the integration layer, the DBGPWRDUP pin for that core should be deasserted LOW. This ensures debug accesses are handled by the debug over powerdown logic in the integration layer rather than by the debug logic in the core."
Cortex -A7 MPCore,r0,"p2,p3",C,0,Accesses to debug data transfer registers when the OS Lock is set behave incorrectly,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. As part of the OS Save and Restore mechanism, the debug data transfer registers should have certain behaviors when the OS Lock is set. However, because of this erratum, the debug data transfer registers do not have the required behaviors when the OS Lock is set.",All configurations.,OS Lock is set. 2) DBGDTRRXext or DBGDTRTXext is read or written. ,"Any state relating to the debug data transfer registers cannot be preserved over powerdown by the OS Save and Restore mechanism. Note the erratum fix only fully corrects the behavior of the debug data transfer registers for the system instructions used by the OS Save and Restore mechanism. The erratum fix incorrectly allows memory-mapped interface accesses to debug data transfer registers to have side effects when the OS Lock is set. However, the expected use model is to use system instructions for OS Save and Restore, and therefore there is no expected problem due to the incompleteness of the erratum fix.",There is no workaround for this erratum.
Cortex -A7 MPCore,r0,p2,C,0,DBGPRCR.CORENPDRQ incorrectly changed on warm reset,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor implements the v7.1 Debug Architecture. This specifies that the DBGPRCR.CORENPDRQ bit should be reset by a core powerup reset only, but because of this erratum it is also reset by a warm reset.","To be affected by this erratum, the processor must be implemented in a system that supports emulation of powerdown.","1) The values of the DBGPRCR.{COREPURQ, CORENPDRQ} bits differ. 2) A warm reset occurs. ","In a system which is affected by this erratum, the Cortex-A7 MPCore processor might report its powerdown emulation request status incorrectly to the power controller after a warm reset.","If a workaround is required, the nature of the workaround depends on which debug solution is used. If an external debugger is used, it should keep the DBGPRCR.COREPURQ bit asserted for as long as emulation of powerdown is required. If self-hosting software is used, its warm reset handler should set the DBGPRCR.CORENPDRQ bit whenever emulation of powerdown is required."
Cortex -A7 MPCore,r0,p2,C,0,CTI Authentication Status register is incorrect,Cortex-A7 MPCore,"The AUTHSTATUS register is a read-only register in the CTI that reports the required security state for debug operations, and the current values of the debug enable signals. The CoreSight Architecture Specification specifies bits [3:0] in the AUTHSTATUS register as follows:  [3:2] NSNID, Non-Secure Non-Invasive Debug  [1:0] NSID, Non-Secure Invasive Debug For each of these fields, the permitted values of the field are: 0b10 Functionality disabled 0b11 Functionality enabled In the CTI, the AUTHSTATUS{NSNID, NSID} fields currently read:  When functionality is disabled - 0b01 As indicated earlier, this should read 0b10. That is, the two bits are reversed.",This erratum affects implementations of the processor that include the integration layer.,Condition 1 The following conditions must apply when reading AUTHSTATUS[1:0] - Non-secure Invasive Debug  The DBGEN input to the CTI is LOW  The AUTHSTATUS register is read Condition 2 The following conditions must apply when reading AUTHSTATUS[3:2] - Non-secure non-Invasive Debug  The NIDEN input to the CTI is LOW  The DBGEN input to the CTI is LOW  The AUTHSTATUS register is read ,"The status of the CTI debug authentication signals returned by the AUTHSTATUS register read is incorrect. The masking of trigger inputs and outputs by DBGEN and NIDEN is not affected by this erratum. However, the return of an incorrect value might lead to incorrect operation of debug tools.","This is a workaround for users and tools vendors. When reading the AUTHSTATUS register, swap the bits in the affected fields and interpret the returned data accordingly. "
Cortex -A7 MPCore,r0,p2,C,0,DBGPRSR[1:0] are incorrectly RAZ during debug over powerdown,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. The architecture states that the value 0b00 for DBGPRSR[1:0], indicating certain of the debug registers cannot be accessed but have not lost their value, is not permitted. However, due to this erratum, a read of these bits during debug over powerdown will return the value 0b00.","To be affected by this erratum, all of the following must apply:  The processor is built with the integration layer.  The system makes use of debug over powerdown functionality. ",1) An external debugger reads DBGPRSR when the processor is powered down.,"When the processor is powered down, the value returned by a read of DBGPRSR[1] incorrectly indicates the processor has not powered down since the last time this register was read.","When reading DBGPRSR[1:0], an external debugger must interpret a value of 0b00 as 0b10. The value 0b10 indicates that the processor is powered down and some debug registers cannot be accessed."
Cortex -A7 MPCore,r0,p2,C,0,DBGDSCRext[15:14] is masked when DBGEN is LOW and OS Lock is SET,Cortex-A7 MPCore,"The Cortex-A7 MPCore processor includes support for external debug over powerdown as required by the v7.1 Debug Architecture. As part of the OS Save and Restore mechanism, software should be able to read the programmed value of DBGDSCRext[15:14] when the OS Lock is set. However, due to this erratum, DBGDSCRext[15:14] is RAZ if invasive debug is disabled when the OS Lock is set.",All configurations in which invasive debug is not permanently disabled.,1) Invasive debug is disabled and the OS Lock is set. 2) DBGDSCRext is read using any of the debug register interfaces. ,"If invasive debug is disabled, when software saves the debug registers prior to a powerdown, it reads and saves zero instead of the programmed value of DBGDSCRext[15:14]. Consequently, when software restores the debug registers after powerdown, it leaves both Monitor and Halting debug-modes disabled rather than in the same state as prior to powerdown.",Ensure invasive debug is enabled when saving the value of the DBGDSCR during OS Save and Restore.
Cortex A-9,r3,p0,A,0,Deadlock on a sequence of cancelled Advanced-SIMD or VFP stores,"Cortex-A9, Cortex-A9 MPCore","A store is cancelled in the following circumstances: if it fails its condition-code if it generates a precise abort if it forms part of speculative execution which is subsequently discarded as a result of the processor identifying a branch miss-predict scenario. A store is queued after the integer core has determined the address of the transaction. A store can optionally not be queued if the integer core can determine that the store will be cancelled while the address computation is being performed, for example if the store is conditional and the CPSR flags are already ready. A store is considered ready when the values of the operands to be stored have been computed. The order in which a sequence of stores become ready can differ from program order if the operation required to compute a result for an earlier store takes longer than that of the result required for a store that occurs later in the program order. A store is considered committed after it is ready and can no longer be cancelled; in other words, after the value to be stored is known, the instruction passes any condition-code check, and any branch-prediction is known to be correct. An Advanced-SIMD (Neon) store, or a VFP store executed as part of a Neon code sequence, can cause deadlock in the following circumstances: 1. The sequence results in the first store in the instruction order becoming ready and committed later than a set of following stores. 2. The subsequent stores become queued so that the second store is cancelled, a third store is committed, and a final store is cancelled. ",-,"Group A is the set of Advanced-SIMD (Neon) or VFP stores whose data fits within a single 64-bit aligned 64-bit memory location, and which are issued by the Neon unit in a single cycle. This group contains all addressing mode forms of: 1. Single-precision 32-bit VFP stores: VSTR.32 2. St,[Rn,...] Neon single D-register structure stores with alignment specifiers equal to 64-bits: VST1.8 {Dd},[Rn@64] VST1.16 {Dd},[Rn@64] VST1.32 {Dd},[Rn@64] VST1.64 {Dd},[Rn@64] 3. Neon indexed single 8-bit element store from one lane: VST1.8 {Dd[<index>]},[Rn] 4. Neon indexed single larger than 8-bit element store from one lane with an alignment specifier: VST1.16 {Dd[<index>]},[Rn@16] VST1.32 {Dd[<index>]},[Rn@32] 5. Neon indexed multi-element store of no more than 8-bytes with an alignment specifier: VST2.8 {Dd[<index>],Dd2[<index>]},[Rn@16] VST2.16 {Dd[<index>],Dd2[<index>]},[Rn@32] VST2.32 {Dd[<index>],Dd2[<index>]},[Rn@64] VST4.8 {Dd[<index>],Dd2[<index>],Dd3[<index>],Dd4[<index>]},[Rn@32] VST4.16 {Dd[<index>],Dd2[<index>],Dd3[<index>],Dd4[<index>]},[Rn@64] The conditions for the erratum arise only when the following sequence occurs: 1. The Advanced-SIMD (Neon) extension is present, enabled and active (see below). 2. A group-A Neon or VFP store is queued, but remains not ready. 3. A Neon or VFP store is queued and cancelled, occupying only one 64-bit slot. 4. A group-A Neon or VFP store is queued and committed. 5. A Neon or VFP store is queued and cancelled. 6. The Neon or VFP store in (2) becomes ready and is committed. Neon is active if an Advanced SIMD (Neon) instruction has been decoded more recently (including speculatively) than an instruction from any of the following categories: 1. A VFP data-processing instruction. 2. A VFP-to-VFP register move (including moving a register to itself as a NOP). 3. A VFP condition code transfer ( VMRS APSR_nzcv, FPSCR , that is FMSTAT). 4. A transfer ( VMSR ) from an integer register to a VFP system register. 5. FLDMX / FSTMX (deprecated). A VFP load/store instruction, or move between VFP and integer registers, has no effect on whether Neon is active. In particular, VFP/Neon register save/restore sequences typically occurring in context switches have no effect on whether Neon is active, unless they use the deprecated FSTMX/FLDMX forms. Neon may be known to be inactive if there have been no Neon instructions decoded (including on any possible speculative paths) since the most recent instruction from one of the above VFP categories. As an example: LDR r5,[r4] CMP r5,r5 ; delayed update of CPSR flags VMUL.U32 d0,d0,d0 ; slow operation updating d0 (s0 and s1) VSTR s0,[r0] ... VSTRNE s2,[r1] ; cancelled ... VSTR s3,[r2] ; committed s4,[r3] ; cancelled ... VSTRNE Note that it is not a requirement for the Neon or VFP store instructions to be consecutive in the program. It is possible to separate these using a number of ARM register based instructions, branches or any other sequence not provided in the workarounds below. In addition the cancelled stores can reside in speculated branch shadows, and might not form part of a simple sequential execution of the same code. This erratum is timing sensitive and is influenced by the relative cycle timings of the CPSR flags, branch prediction results, loads, stores, and both Neon and non-Neon related instructions becoming ready, all of which might not be predictable. ","Only implementations of Cortex-A9, including the Multimedia-Processing Engine (MPE) / Neon unit, are affected by this erratum. Execution of a code sequence that stimulates this erratum ultimately results in deadlock. Neon stores that are committed after the erratum is triggered, but before deadlock occurs, might use the correct address but store out-of-sequence Neon data. ","This erratum does not affect implementations that do not have Neon, or implementations that operate with Neon disabled. You can use the ASEDIS bit to disable the Neon functionality and avoid this erratum, while still retaining VFP floating-point capabilities. You can enable software that uses Neon to work around this erratum by inserting any of the following: One or more Neon or floating-point instructions between conditions 2 and 3. Two or more Neon or floating-point instructions between conditions 3 and 4. One or more Neon or floating-point load instructions between conditions 3 and 4. One or more Neon or floating-point instructions between conditions 4 and 5. When performing code insertion, take care not to re-create an alternative sequence susceptible to this erratum. You can enable software using Neon to work around this erratum by substituting the instructions in Group A with those not from Group A as follows: 1. You can correct instructions that contain alignment specifiers by substitution with the identical instruction minus the alignment specifier. 2. VSTR instructions with zero immediate offset may be code substituted a single word VSTM , for example, VSTR s3,[r0] can be replaced with VSTM r0,{s3} . Note that this code substitution does not provide equivalents for single-lane variant of VST1.8 or for VSTR instructions with non-zero offsets. For these instructions, code insertion remains the preferred corrective action. Suitable instructions for code insertion include, VORR d0,d0,d0 for Neon intensive code and VMOV.F32 s0,s0 for VFP intensive code. Alternatively, you can insert an additional VSTR.F64 to a scratch location. Alternatively, software that does not use Neon can avoid the need to apply the workaround by ensuring that it does not enter the code (including by way of an exception return) with Neon active. For exception returns to software that is not using Neon, you can ensure this by having a VMOV.F32 s0,s0 , or other VFP instruction, that prevents Neon being active (as described above) in the final basic block before the exception return, and by ensuring that the bit pattern immediately following the exception return instruction does not correspond to an instruction that makes Neon active. "
Cortex A-9,r3,p0,A,0,A cancelled Advanced-SIMD or VFP load multiple of more than 8 beats might deadlock ,Cortex-A9 MPCore,"A beat is required for each 64-bit aligned chunk of 64-bits required to service a load. This erratum affects VLDM and VPOP instructions that require more than 8 beats only. This includes all Advanced-SIMD or VFP load multiple instructions which load: greater-than 8 double-word D-register or 16 single-word S-registers from a 64-bit aligned address greater-than 7 double-word D-register or 15 single-word S-registers from a less than 64-bit aligned address. A load is cancelled if it fails its condition code, or if it forms part of speculative execution which is subsequently discarded because the processor identifies a branch miss-predict scenario. A speculative Advanced-SIMD or VFP load multiple of more than eight beats speculatively executed by the Neon unit executed as part of a Neon code sequence, but subsequently cancelled because of miss-speculation, can result in deadlock if followed by a committed Advanced-SIMD or VFP load. ",-,"1. The Advanced-SIMD (Neon) extension is present and enabled. 2. A Neon or VFP load multiple of more than 8-beats is speculatively issued 3. A Neon or VFP load is issued and not cancelled. 4. The Neon or VFP load in (2) is cancelled. As an example: CMP r0,r0 ; ensure EQ condition passes BEQ 1 ; conditional branch to VLDR VLDM r0,{d0-d9} ; cancelled due to branch miss-predict ... 1: VLDR s0,[r1] ; executed and not cancelled This erratum is timing sensitive and is influenced by the relative cycle timings of the CPSR flags, branch prediction results, loads, stores, and the Neon, VFP and integer instructions becoming ready, all of which might not be predictable. ",This erratum affects only implementations of Cortex-A9 that include the Multimedia-Processing-Engine (MPE) or Neon unit. Execution of a code sequence that stimulates this erratum might result in deadlock. ,"This erratum does not affect implementations without Neon, or those that operate with Neon disabled. You can use the ASEDIS bit to disable the Neon functionality and avoid this erratum, while still retaining VFP floating-point capabilities. Software that operates with the Advanced-SIMD (Neon) extension enabled and executing Neon software can work around this erratum by splitting load multiples that are capable of generating more than 8-beats into smaller loads. Note that compliance to the AAPCS ensures that, on exit from a public interface, this erratum will not affect a callee restore of the form VPOP {d8-d15} because of the AAPCS requirement for 64-bit stack-alignment. "
Cortex A-9,r3,p0,A,1,Ordering of read accesses to the same memory location might be uncertain ,Cortex-A9 MPCore,"The ARM architecture and the general rules of coherency require reads to the same memory location to be observed in sequential order. Because of some internal replay path mechanisms, the Cortex-A9 can see one read access bypassed by a following read access to the same memory location, thus not observing the values in program order. ",-,"The erratum requires a Cortex-A9 MPCore configuration with two or more processors or more. The erratum can occur only on a processor working in SMP mode, on memory regions marked as Normal Memory Write-Back Shared. ",The erratum causes data coherency failure.,"The majority of multi-processing code examples follow styles that do not expose the erratum. Therefore, this erratum occurs rarely and is likely to affect only very specific areas of code that rely on a read-ordering behavior. There are two possible workarounds for this erratum: The first possible workaround is to use LDREX instead of standard LDR in volatile memory places that require a strict read ordering. The alternative possible workaround is the recommended workaround for tool chains integration. It requires insertion of a DMB between the affected LDR that requires this strict ordering rule. "
Cortex A-9,r3,p0,B,0,Global Timer can send two interrupts for the same event,Cortex-A9 MPCore,"The Global Timer can be programmed to generate an interrupt request to the processor when it reaches a given programmed value. Because of the erratum, when you program the Global Timer to not use the auto-increment feature, it might generate two interrupt requests instead of one. ",-,"The Global Timer Control register is programmed with the following settings: Bit[3] = 1'b0 - Global Timer is programmed in single-shot mode Bit[2] = 1'b1 - Global Timer IRQ generation is enabled Bit[1] = 1'b1 - Global Timer value comparison with Comparator registers is enabled Bit[0] = 1'b1 - Global Timer count is enabled. With these settings, an IRQ is generated to the processor when the Global Timer value reaches the value programmed in the Comparator registers. The Interrupt Handler then performs the following sequence: Read the ICCIAR (Interrupt Acknowledge) register Clear the Global Timer flag Modify the comparator value, to set it to a higher value Write the ICCEOIR (End of Interrupt) register. Under these conditions, because of the erratum the Global Timer might generate a second (spurious) interrupt request to the processor at the end of this Interrupt Handler sequence. ",The erratum creates spurious interrupt requests in the system.,"Because the erratum happens only when the Global Timer is programmed in single-shot mode, that is, when it does not use the auto-increment feature, a first possible workaround is to program the Global Timer to use the auto-increment feature. If this first solution is not possible, a second workaround is to modify the Interrupt Handler to avoid the offending sequence. You can achieve this by clearing the Global Timer flag after incrementing the Comparator register value. The correct code sequence for the Interrupt Handler should then look like the following sequence: Read the ICCIAR (Interrupt Acknowledge) register Modify the comparator value, to set it to a higher value Clear the Global Timer flag Clear the Pending Status information for Interrupt 27 (Global Timer interrupt) in the Distributor of the Interrupt Controller. Write the ICCEOIR (End of Interrupt) register. "
Cortex A-9,r3,p0,B,0,Missed watchpoint on the second part of an unaligned access crossing a page boundary ,"Cortex-A9, Cortex-A9 MPCore","Under rare conditions, a watchpoint might be undetected if it occurs on the second part of an unaligned access that crosses a 4K page boundary and misses in the μTLB for the second part of its request. The erratum requires a previous conditional instruction which accesses the second 4KB memory region (=where the watchpoint is set), which misses in the μTLB, and which is condition failed. The erratum also requires that no other μTLB miss occurs between this conditional failed instruction and the unaligned access, which implies that the unaligned access must hit in the μTLB for the first part of its access ",-,-,A watchpoint does not trigger when it should.,"The erratum might occur in the case when a watchpoint is set on any of the first 3 bytes of a 4KB memory region, and unaligned accesses are not being faulted. The workaround is then to set a guard watchpoint on the last byte of the previous page, and to deal with any false positive matches if they occur. "
